,Length (s),Trajectory Path
11384,14197,085/Trajectory/Labelled/20081103012452.csv
11385,494,085/Trajectory/Labelled/20081103052133.csv
11386,7443,085/Trajectory/Labelled/20081104022358.csv
11387,3291,085/Trajectory/Labelled/20081104042801.csv
11388,621,085/Trajectory/Labelled/20081104112506.csv
11389,178,085/Trajectory/Labelled/20081104113701.csv
11390,1012,085/Trajectory/Labelled/20081105024854.csv
11391,382,085/Trajectory/Labelled/20081105041348.csv
11392,593,085/Trajectory/Labelled/20081105042012.csv
11393,3300,085/Trajectory/Labelled/20081105043007.csv
11394,4886,085/Trajectory/Labelled/20081105093705.csv
11395,866,085/Trajectory/Labelled/20081105110013.csv
11396,2729,085/Trajectory/Labelled/20081106042031.csv
11397,2396,085/Trajectory/Labelled/20081106050602.csv
11398,832,085/Trajectory/Labelled/20081106054600.csv
11399,562,085/Trajectory/Labelled/20081106092629.csv
11400,876,085/Trajectory/Labelled/20081106093853.csv
11401,358,085/Trajectory/Labelled/20081106095331.csv
11402,32,085/Trajectory/Labelled/20081106130959.csv
11403,768,085/Trajectory/Labelled/20081106131033.csv
11404,648,085/Trajectory/Labelled/20081106132323.csv
11405,276,085/Trajectory/Labelled/20081107011429.csv
11406,706,085/Trajectory/Labelled/20081107011907.csv
11407,804,085/Trajectory/Labelled/20081107013055.csv
11408,2,085/Trajectory/Labelled/20081107075630.csv
11409,728,085/Trajectory/Labelled/20081107080230.csv
11410,3552,085/Trajectory/Labelled/20081107081440.csv
11411,840,085/Trajectory/Labelled/20081107091354.csv
11412,4500,085/Trajectory/Labelled/20081108030235.csv
11413,1692,085/Trajectory/Labelled/20081108062035.csv
11414,476,085/Trajectory/Labelled/20081108064849.csv
11415,1932,085/Trajectory/Labelled/20081108083037.csv
11416,2058,085/Trajectory/Labelled/20081108090251.csv
11417,6532,085/Trajectory/Labelled/20081108093711.csv
11418,1856,085/Trajectory/Labelled/20081109070106.csv
11419,390,085/Trajectory/Labelled/20081109092118.csv
11420,328,085/Trajectory/Labelled/20081109092756.csv
11421,9430,085/Trajectory/Labelled/20081110001313.csv
11422,7018,085/Trajectory/Labelled/20081110044631.csv
11423,4784,085/Trajectory/Labelled/20081110064331.csv
11424,3,085/Trajectory/Labelled/20081111020904.csv
11425,2942,085/Trajectory/Labelled/20081111021417.csv
11426,1196,085/Trajectory/Labelled/20081111030319.csv
11427,236,085/Trajectory/Labelled/20081111044737.csv
11428,614,085/Trajectory/Labelled/20081111045135.csv
11429,2128,085/Trajectory/Labelled/20081111050151.csv
11430,72,085/Trajectory/Labelled/20081111093630.csv
11431,1014,085/Trajectory/Labelled/20081111093744.csv
11432,274,085/Trajectory/Labelled/20081111095440.csv
11433,225,085/Trajectory/Labelled/20081112012236.csv
11434,872,085/Trajectory/Labelled/20081112012623.csv
11435,460,085/Trajectory/Labelled/20081112014057.csv
11436,836,085/Trajectory/Labelled/20081112035600.csv
11437,11313,085/Trajectory/Labelled/20081112040958.csv
11438,528,085/Trajectory/Labelled/20081112071957.csv
11439,450,085/Trajectory/Labelled/20081112072847.csv
11440,316,085/Trajectory/Labelled/20081112095400.csv
11441,1656,085/Trajectory/Labelled/20081112100300.csv
11442,620,085/Trajectory/Labelled/20081112103038.csv
11443,2628,085/Trajectory/Labelled/20081113090400.csv
11444,352,085/Trajectory/Labelled/20081113233200.csv
11445,866,085/Trajectory/Labelled/20081113233754.csv
11446,392,085/Trajectory/Labelled/20081113235222.csv
11447,1245,085/Trajectory/Labelled/20081114075922.csv
11448,1806,085/Trajectory/Labelled/20081114082007.csv
11449,4392,085/Trajectory/Labelled/20081114085015.csv
11450,3536,085/Trajectory/Labelled/20081114100329.csv
11451,288,085/Trajectory/Labelled/20081115003759.csv
11452,2498,085/Trajectory/Labelled/20081115005545.csv
11453,22244,085/Trajectory/Labelled/20081115013725.csv
11454,10443,085/Trajectory/Labelled/20081115074811.csv
11455,818,085/Trajectory/Labelled/20081116025836.csv
11456,1902,085/Trajectory/Labelled/20081116031216.csv
11457,680,085/Trajectory/Labelled/20081116034400.csv
11458,1496,085/Trajectory/Labelled/20081117095636.csv
11459,2032,085/Trajectory/Labelled/20081117122524.csv
11460,1288,085/Trajectory/Labelled/20081118015859.csv
11461,780,085/Trajectory/Labelled/20081125144306.csv
11462,2549,085/Trajectory/Labelled/20081126014552.csv
11463,675,085/Trajectory/Labelled/20081126041131.csv
11464,576,085/Trajectory/Labelled/20081126042248.csv
11465,564,085/Trajectory/Labelled/20081126043227.csv
11466,274,085/Trajectory/Labelled/20081126095948.csv
11467,1206,085/Trajectory/Labelled/20081126100424.csv
11468,402,085/Trajectory/Labelled/20081126102432.csv
11469,1475,085/Trajectory/Labelled/20081127080704.csv
11470,1232,085/Trajectory/Labelled/20081127232601.csv
11471,950,085/Trajectory/Labelled/20081127234635.csv
11472,846,085/Trajectory/Labelled/20081128082319.csv
11473,5552,085/Trajectory/Labelled/20081128083725.csv
11474,6890,085/Trajectory/Labelled/20081129002830.csv
11475,462,085/Trajectory/Labelled/20081129022322.csv
11476,3729,085/Trajectory/Labelled/20081129023106.csv
11477,3218,085/Trajectory/Labelled/20081129033723.csv
11478,410,085/Trajectory/Labelled/20081129043103.csv
11479,1292,085/Trajectory/Labelled/20081130123224.csv
11480,2266,085/Trajectory/Labelled/20081130125358.csv
11481,2634,085/Trajectory/Labelled/20081201045535.csv
11482,890,085/Trajectory/Labelled/20081201055111.csv
11483,672,085/Trajectory/Labelled/20081202012755.csv
11484,154,085/Trajectory/Labelled/20081202013909.csv
11485,2740,085/Trajectory/Labelled/20081202014645.csv
11486,474,085/Trajectory/Labelled/20081202023227.csv
11487,158,085/Trajectory/Labelled/20081202040830.csv
11488,614,085/Trajectory/Labelled/20081202041110.csv
11489,930,085/Trajectory/Labelled/20081202042126.csv
11490,880,085/Trajectory/Labelled/20081202051430.csv
11491,206,085/Trajectory/Labelled/20081202052912.csv
11492,1240,085/Trajectory/Labelled/20081202065105.csv
11493,332,085/Trajectory/Labelled/20081202071145.csv
11494,848,085/Trajectory/Labelled/20081202114205.csv
11495,1186,085/Trajectory/Labelled/20081203010726.csv
11496,550,085/Trajectory/Labelled/20081203012714.csv
11497,254,085/Trajectory/Labelled/20081203095924.csv
11498,753,085/Trajectory/Labelled/20081203101026.csv
11499,168,085/Trajectory/Labelled/20081203102431.csv
11500,257,085/Trajectory/Labelled/20081204084152.csv
11501,304,085/Trajectory/Labelled/20081204232606.csv
11502,592,085/Trajectory/Labelled/20081204233406.csv
11503,604,085/Trajectory/Labelled/20081204234400.csv
11504,982,085/Trajectory/Labelled/20081205080441.csv
11505,1676,085/Trajectory/Labelled/20081205082105.csv
11506,4329,085/Trajectory/Labelled/20081205085531.csv
11507,358,085/Trajectory/Labelled/20081205100742.csv
11508,508,085/Trajectory/Labelled/20081206033606.csv
11509,910,085/Trajectory/Labelled/20081206035042.csv
11510,1593,085/Trajectory/Labelled/20081206040554.csv
11511,140,085/Trajectory/Labelled/20081206054236.csv
11512,310,085/Trajectory/Labelled/20081206054618.csv
11513,1638,085/Trajectory/Labelled/20081206055130.csv
11514,2066,085/Trajectory/Labelled/20081206061850.csv
11515,7462,085/Trajectory/Labelled/20081206065318.csv
11516,5162,085/Trajectory/Labelled/20081207055429.csv
11517,518,085/Trajectory/Labelled/20081208070629.csv
11518,2802,085/Trajectory/Labelled/20081208071509.csv
11519,518,085/Trajectory/Labelled/20081208080153.csv
11520,2,085/Trajectory/Labelled/20081208233606.csv
11521,58,085/Trajectory/Labelled/20081208233926.csv
11522,134,085/Trajectory/Labelled/20081208234026.csv
11523,440,085/Trajectory/Labelled/20081208234638.csv
11524,2026,085/Trajectory/Labelled/20081208235400.csv
11525,2722,085/Trajectory/Labelled/20081209034937.csv
11526,690,085/Trajectory/Labelled/20081209043501.csv
11527,346,085/Trajectory/Labelled/20081209044633.csv
11528,2626,085/Trajectory/Labelled/20081209085225.csv
11529,776,085/Trajectory/Labelled/20081210012454.csv
11530,586,085/Trajectory/Labelled/20081210014022.csv
11531,3754,085/Trajectory/Labelled/20081210015010.csv
11532,172,085/Trajectory/Labelled/20081210100326.csv
11533,784,085/Trajectory/Labelled/20081210101218.csv
11534,312,085/Trajectory/Labelled/20081210102524.csv
11535,11644,085/Trajectory/Labelled/20081211004153.csv
11536,658,085/Trajectory/Labelled/20081211234130.csv
11537,585,085/Trajectory/Labelled/20081211235228.csv
11538,38,085/Trajectory/Labelled/20081212080635.csv
11539,1024,085/Trajectory/Labelled/20081212080715.csv
11540,5455,085/Trajectory/Labelled/20081212082419.csv
11541,206,085/Trajectory/Labelled/20081214021352.csv
11542,2176,085/Trajectory/Labelled/20081214022722.csv
11543,6678,085/Trajectory/Labelled/20081214030520.csv
11544,1764,085/Trajectory/Labelled/20081214045640.csv
11545,2744,085/Trajectory/Labelled/20081214050608.csv
11546,476,085/Trajectory/Labelled/20081215112524.csv
11547,2120,085/Trajectory/Labelled/20081215113322.csv
11548,465,085/Trajectory/Labelled/20081215120844.csv
11549,284,085/Trajectory/Labelled/20081216001223.csv
11550,1950,085/Trajectory/Labelled/20081216001711.csv
11551,2506,085/Trajectory/Labelled/20081216114553.csv
11552,872,085/Trajectory/Labelled/20081216122859.csv
11553,3025,085/Trajectory/Labelled/20081217003728.csv
11554,463,085/Trajectory/Labelled/20081217012755.csv
11555,2,085/Trajectory/Labelled/20081217095536.csv
11556,1688,085/Trajectory/Labelled/20081217095706.csv
11557,432,085/Trajectory/Labelled/20081217102516.csv
11558,12801,085/Trajectory/Labelled/20081218001900.csv
11559,314,085/Trajectory/Labelled/20081218034709.csv
11560,439,085/Trajectory/Labelled/20081218035225.csv
11561,1276,085/Trajectory/Labelled/20081218233104.csv
11562,572,085/Trajectory/Labelled/20081218235220.csv
11563,1516,085/Trajectory/Labelled/20081219080345.csv
11564,2704,085/Trajectory/Labelled/20081219083049.csv
11565,2898,085/Trajectory/Labelled/20081219091931.csv
11566,500,085/Trajectory/Labelled/20081219100751.csv
11567,760,085/Trajectory/Labelled/20081221080936.csv
11568,544,085/Trajectory/Labelled/20081221082218.csv
11569,379,085/Trajectory/Labelled/20081221092312.csv
11570,430,085/Trajectory/Labelled/20081221092933.csv
11571,16,085/Trajectory/Labelled/20081222040836.csv
11572,2390,085/Trajectory/Labelled/20081222054941.csv
11573,424,085/Trajectory/Labelled/20081222062933.csv
11574,775,085/Trajectory/Labelled/20081223000022.csv
11575,494,085/Trajectory/Labelled/20081223001319.csv
11576,95,085/Trajectory/Labelled/20081223111207.csv
11577,777,085/Trajectory/Labelled/20081223111354.csv
11578,443,085/Trajectory/Labelled/20081224070836.csv
11579,18,085/Trajectory/Labelled/20081224071601.csv
11580,0,085/Trajectory/Labelled/20081224121905.csv
11581,4053,085/Trajectory/Labelled/20081224122115.csv
11582,276,085/Trajectory/Labelled/20081224132850.csv
11583,552,085/Trajectory/Labelled/20081225022806.csv
11584,2950,085/Trajectory/Labelled/20081225024206.csv
11585,780,085/Trajectory/Labelled/20081225033118.csv
11586,196,085/Trajectory/Labelled/20081225234036.csv
11587,528,085/Trajectory/Labelled/20081225234442.csv
11588,418,085/Trajectory/Labelled/20081225235332.csv
11589,1172,085/Trajectory/Labelled/20081226080406.csv
11590,2068,085/Trajectory/Labelled/20081226082340.csv
11591,3584,085/Trajectory/Labelled/20081226085810.csv
11592,232,085/Trajectory/Labelled/20081226095754.csv
11593,610,085/Trajectory/Labelled/20081226110954.csv
11594,806,085/Trajectory/Labelled/20081227101206.csv
11595,284,085/Trajectory/Labelled/20081228075036.csv
11596,1103,085/Trajectory/Labelled/20081228075522.csv
11597,4223,085/Trajectory/Labelled/20081228081347.csv
11598,150,085/Trajectory/Labelled/20081228092412.csv
11599,553,085/Trajectory/Labelled/20081228092906.csv
11600,558,085/Trajectory/Labelled/20081229013856.csv
11601,2905,085/Trajectory/Labelled/20081229014948.csv
11602,396,085/Trajectory/Labelled/20081229023815.csv
11603,79,085/Trajectory/Labelled/20081229235722.csv
11604,766,085/Trajectory/Labelled/20081229235921.csv
11605,348,085/Trajectory/Labelled/20081230001209.csv
11606,69,085/Trajectory/Labelled/20081230111834.csv
11607,4633,085/Trajectory/Labelled/20081230111945.csv
11608,1174,085/Trajectory/Labelled/20081230123700.csv
11609,74,085/Trajectory/Labelled/20081231010206.csv
11610,2570,085/Trajectory/Labelled/20081231010911.csv
11611,582,085/Trajectory/Labelled/20081231015203.csv
11612,864,085/Trajectory/Labelled/20081231094106.csv
11613,162,085/Trajectory/Labelled/20081231095530.csv
11614,2840,085/Trajectory/Labelled/20081231110620.csv
11615,240,085/Trajectory/Labelled/20081231115342.csv
11616,862,085/Trajectory/Labelled/20090101034752.csv
11617,58,085/Trajectory/Labelled/20090102014430.csv
11618,5048,085/Trajectory/Labelled/20090102014530.csv
11619,172,085/Trajectory/Labelled/20090102031032.csv
11620,8776,085/Trajectory/Labelled/20090102043722.csv
11621,366,085/Trajectory/Labelled/20090102071000.csv
11622,64,085/Trajectory/Labelled/20090102071810.csv
11623,300,085/Trajectory/Labelled/20090102092004.csv
11624,4359,085/Trajectory/Labelled/20090102092506.csv
11625,6,085/Trajectory/Labelled/20090102104311.csv
11626,4,085/Trajectory/Labelled/20090102112017.csv
11627,786,085/Trajectory/Labelled/20090102112023.csv
11628,3233,085/Trajectory/Labelled/20090104051743.csv
11629,286,085/Trajectory/Labelled/20090104061254.csv
11630,418,085/Trajectory/Labelled/20090104061742.csv
11631,1188,085/Trajectory/Labelled/20090104234816.csv
11632,3308,085/Trajectory/Labelled/20090105000806.csv
11633,7411,085/Trajectory/Labelled/20090105010314.csv
11634,776,085/Trajectory/Labelled/20090106000021.csv
11635,406,085/Trajectory/Labelled/20090106001321.csv
11636,1300,085/Trajectory/Labelled/20090106235404.csv
11637,0,085/Trajectory/Labelled/20090107043122.csv
11638,529,085/Trajectory/Labelled/20090107043325.csv
11639,548,085/Trajectory/Labelled/20090107044216.csv
11640,69,085/Trajectory/Labelled/20090107102733.csv
11641,844,085/Trajectory/Labelled/20090107103154.csv
11642,1169,085/Trajectory/Labelled/20090107104600.csv
11643,249,085/Trajectory/Labelled/20090108002827.csv
11644,986,085/Trajectory/Labelled/20090108022334.csv
11645,78,085/Trajectory/Labelled/20090108232235.csv
11646,358,085/Trajectory/Labelled/20090108232521.csv
11647,372,085/Trajectory/Labelled/20090108233123.csv
11648,374,085/Trajectory/Labelled/20090108233737.csv
11649,582,085/Trajectory/Labelled/20090109073323.csv
11650,3717,085/Trajectory/Labelled/20090109074307.csv
11651,950,085/Trajectory/Labelled/20090109084506.csv
11652,110,085/Trajectory/Labelled/20090110042141.csv
11653,1040,085/Trajectory/Labelled/20090110042445.csv
11654,726,085/Trajectory/Labelled/20090110044205.csv
11655,1030,085/Trajectory/Labelled/20090313222809.csv
11656,20,085/Trajectory/Labelled/20090313224524.csv
11657,2130,085/Trajectory/Labelled/20090314014153.csv
11658,12007,085/Trajectory/Labelled/20090314021733.csv
11659,339,085/Trajectory/Labelled/20090314053900.csv
11660,305,085/Trajectory/Labelled/20090314054442.csv
11661,940,085/Trajectory/Labelled/20090316133707.csv
11662,2668,085/Trajectory/Labelled/20090316224004.csv
11663,210,085/Trajectory/Labelled/20090317084900.csv
11664,3117,085/Trajectory/Labelled/20090317085310.csv
11665,495,085/Trajectory/Labelled/20090317094512.csv
11666,2260,085/Trajectory/Labelled/20090317223907.csv
11667,2862,085/Trajectory/Labelled/20090318083407.csv
11668,65,085/Trajectory/Labelled/20090318092149.csv
11669,343,085/Trajectory/Labelled/20090320014133.csv
11670,410,085/Trajectory/Labelled/20090320014721.csv
11671,2130,085/Trajectory/Labelled/20090321041535.csv
11672,110,085/Trajectory/Labelled/20090321223930.csv
11673,2890,085/Trajectory/Labelled/20090321224300.csv
11674,2265,085/Trajectory/Labelled/20090322095236.csv
11675,1962,085/Trajectory/Labelled/20090322223729.csv
11676,137,085/Trajectory/Labelled/20090322231016.csv
11677,720,085/Trajectory/Labelled/20090323090459.csv
11678,3278,085/Trajectory/Labelled/20090323091659.csv
11679,3042,085/Trajectory/Labelled/20090323091735.csv
11680,72,085/Trajectory/Labelled/20090323224307.csv
11681,2388,085/Trajectory/Labelled/20090323224424.csv
11682,370,085/Trajectory/Labelled/20090324091058.csv
11683,2860,085/Trajectory/Labelled/20090324091713.csv
11684,250,085/Trajectory/Labelled/20090324100458.csv
11685,2501,085/Trajectory/Labelled/20090324224221.csv
11686,150,085/Trajectory/Labelled/20090324232402.csv
11687,2395,085/Trajectory/Labelled/20090326045205.csv
11688,205,085/Trajectory/Labelled/20090326053205.csv
11689,475,085/Trajectory/Labelled/20090326225006.csv
11690,2619,085/Trajectory/Labelled/20090326225842.csv
11691,50,085/Trajectory/Labelled/20090326234226.csv
11692,81,085/Trajectory/Labelled/20090327104637.csv
11693,2720,085/Trajectory/Labelled/20090327104803.csv
11694,105,085/Trajectory/Labelled/20090327113328.csv
11695,90,085/Trajectory/Labelled/20090329003255.csv
11696,3806,085/Trajectory/Labelled/20090329003430.csv
11697,400,085/Trajectory/Labelled/20090329014211.csv
11698,1755,085/Trajectory/Labelled/20090329083232.csv
11699,195,085/Trajectory/Labelled/20090329103006.csv
11700,2008,085/Trajectory/Labelled/20090329223828.csv
11701,260,085/Trajectory/Labelled/20090329231201.csv
11702,3856,085/Trajectory/Labelled/20090331030742.csv
11703,2518,085/Trajectory/Labelled/20090331041203.csv
11704,320,085/Trajectory/Labelled/20090331045406.csv
11705,562,085/Trajectory/Labelled/20090331223152.csv
11706,2257,085/Trajectory/Labelled/20090331224124.csv
11707,545,085/Trajectory/Labelled/20090331231906.csv
11708,2576,085/Trajectory/Labelled/20090401224401.csv
11709,200,085/Trajectory/Labelled/20090401232702.csv
11710,280,085/Trajectory/Labelled/20090402095908.csv
11711,2530,085/Trajectory/Labelled/20090402100408.csv
11712,3225,085/Trajectory/Labelled/20090402104623.csv
11713,285,085/Trajectory/Labelled/20090402114023.csv
11714,535,085/Trajectory/Labelled/20090402224607.csv
11715,1750,085/Trajectory/Labelled/20090402225542.csv
11716,295,085/Trajectory/Labelled/20090402232457.csv
11717,3215,085/Trajectory/Labelled/20090403091558.csv
11718,80,085/Trajectory/Labelled/20090403100938.csv
11719,385,085/Trajectory/Labelled/20090404024957.csv
11720,275,085/Trajectory/Labelled/20090404025622.csv
11721,20,085/Trajectory/Labelled/20090404030322.csv
11722,1270,085/Trajectory/Labelled/20090404030422.csv
11723,615,085/Trajectory/Labelled/20090404064236.csv
11724,165,085/Trajectory/Labelled/20090404065356.csv
11725,150,085/Trajectory/Labelled/20090404065646.csv
11726,1675,085/Trajectory/Labelled/20090405051738.csv
11727,1660,085/Trajectory/Labelled/20090405084406.csv
11728,2070,085/Trajectory/Labelled/20090406013135.csv
11729,311,085/Trajectory/Labelled/20090406020610.csv
11730,465,085/Trajectory/Labelled/20090406033807.csv
11731,3429,085/Trajectory/Labelled/20090406034552.csv
11732,345,085/Trajectory/Labelled/20090406044306.csv
11733,170,085/Trajectory/Labelled/20090406044856.csv
11734,487,085/Trajectory/Labelled/20090406223900.csv
11735,2220,085/Trajectory/Labelled/20090406224712.csv
11736,2260,085/Trajectory/Labelled/20090407104329.csv
11737,2674,085/Trajectory/Labelled/20090407224337.csv
11738,155,085/Trajectory/Labelled/20090407232806.csv
11739,105,085/Trajectory/Labelled/20090408093330.csv
11740,3340,085/Trajectory/Labelled/20090408093615.csv
11741,220,085/Trajectory/Labelled/20090408103155.csv
11742,2130,085/Trajectory/Labelled/20090408224553.csv
11743,610,085/Trajectory/Labelled/20090408232128.csv
11744,510,085/Trajectory/Labelled/20090409094956.csv
11745,3515,085/Trajectory/Labelled/20090409095831.csv
11746,105,085/Trajectory/Labelled/20090409105711.csv
11747,2145,085/Trajectory/Labelled/20090409224337.csv
11748,310,085/Trajectory/Labelled/20090409231927.csv
11749,2530,085/Trajectory/Labelled/20090410122959.csv
11750,1800,085/Trajectory/Labelled/20090411023452.csv
11751,450,085/Trajectory/Labelled/20090411030458.csv
11752,13280,085/Trajectory/Labelled/20090411051355.csv
11753,765,085/Trajectory/Labelled/20090412031423.csv
11754,12298,085/Trajectory/Labelled/20090412032738.csv
11755,6520,085/Trajectory/Labelled/20090412092548.csv
11756,2356,085/Trajectory/Labelled/20090412111433.csv
11757,4242,085/Trajectory/Labelled/20090412115354.csv
11758,420,085/Trajectory/Labelled/20090412130441.csv
11759,585,085/Trajectory/Labelled/20090412223401.csv
11760,3820,085/Trajectory/Labelled/20090412224356.csv
11761,205,085/Trajectory/Labelled/20090413010836.csv
11762,5142,085/Trajectory/Labelled/20090413011206.csv
11763,145,085/Trajectory/Labelled/20090413023753.csv
11764,335,085/Trajectory/Labelled/20090413072455.csv
11765,310,085/Trajectory/Labelled/20090413224736.csv
11766,2320,085/Trajectory/Labelled/20090413225251.csv
11767,285,085/Trajectory/Labelled/20090413233136.csv
11768,1125,085/Trajectory/Labelled/20090414100434.csv
11769,1320,085/Trajectory/Labelled/20090414102324.csv
11770,2155,085/Trajectory/Labelled/20090414225029.csv
11771,195,085/Trajectory/Labelled/20090415101145.csv
11772,1395,085/Trajectory/Labelled/20090415101500.csv
11773,2220,085/Trajectory/Labelled/20090415224653.csv
11774,535,085/Trajectory/Labelled/20090415232358.csv
11775,1320,085/Trajectory/Labelled/20090416091507.csv
11776,60,085/Trajectory/Labelled/20090416224657.csv
11777,2150,085/Trajectory/Labelled/20090416224802.csv
11778,673,085/Trajectory/Labelled/20090416232742.csv
11779,2365,085/Trajectory/Labelled/20090418003330.csv
11780,290,085/Trajectory/Labelled/20090418023249.csv
11781,620,085/Trajectory/Labelled/20090418023744.csv
11782,2625,085/Trajectory/Labelled/20090418024909.csv
11783,485,085/Trajectory/Labelled/20090418033300.csv
11784,350,085/Trajectory/Labelled/20090418102654.csv
11785,757,085/Trajectory/Labelled/20090418114431.csv
11786,80,085/Trajectory/Labelled/20090419224147.csv
11787,2423,085/Trajectory/Labelled/20090419224422.csv
11788,205,085/Trajectory/Labelled/20090419232445.csv
11789,2997,085/Trajectory/Labelled/20090420092002.csv
11790,2730,085/Trajectory/Labelled/20090420100959.csv
11791,145,085/Trajectory/Labelled/20090420105529.csv
11792,840,085/Trajectory/Labelled/20090420130552.csv
11793,515,085/Trajectory/Labelled/20090420224635.csv
11794,2481,085/Trajectory/Labelled/20090420225515.csv
11795,395,085/Trajectory/Labelled/20090421102505.csv
11796,3495,085/Trajectory/Labelled/20090421103759.csv
11797,490,085/Trajectory/Labelled/20090421224532.csv
11798,0,085/Trajectory/Labelled/20090421225347.csv
11799,3070,085/Trajectory/Labelled/20090421225352.csv
11800,2666,085/Trajectory/Labelled/20090422224007.csv
11801,620,085/Trajectory/Labelled/20090422232438.csv
11802,2603,085/Trajectory/Labelled/20090424021953.csv
11803,200,085/Trajectory/Labelled/20090424030321.csv
11804,375,085/Trajectory/Labelled/20090425022400.csv
11805,2660,085/Trajectory/Labelled/20090425023040.csv
11806,75,085/Trajectory/Labelled/20090425075004.csv
11807,3018,085/Trajectory/Labelled/20090425075124.csv
11808,315,085/Trajectory/Labelled/20090425084147.csv
11809,640,085/Trajectory/Labelled/20090426141505.csv
11810,2801,085/Trajectory/Labelled/20090426224220.csv
11811,5,085/Trajectory/Labelled/20090426233016.csv
11812,390,085/Trajectory/Labelled/20090427224852.csv
11813,2605,085/Trajectory/Labelled/20090427225527.csv
11814,35,085/Trajectory/Labelled/20090427233852.csv
11815,135,085/Trajectory/Labelled/20090428224438.csv
11816,2100,085/Trajectory/Labelled/20090428224658.csv
11817,3470,085/Trajectory/Labelled/20090429091552.csv
11818,215,085/Trajectory/Labelled/20090429101427.csv
11819,2773,085/Trajectory/Labelled/20090429224657.csv
11820,880,085/Trajectory/Labelled/20090502034132.csv
11821,2170,085/Trajectory/Labelled/20090502035617.csv
11822,1330,085/Trajectory/Labelled/20090503011636.csv
11823,400,085/Trajectory/Labelled/20090503071304.csv
11824,2512,085/Trajectory/Labelled/20090504224552.csv
11825,510,085/Trajectory/Labelled/20090504232749.csv
11826,857,085/Trajectory/Labelled/20090506020937.csv
11827,5614,085/Trajectory/Labelled/20090506022534.csv
11828,1255,085/Trajectory/Labelled/20090506035913.csv
11829,3523,085/Trajectory/Labelled/20090506094333.csv
11830,40,085/Trajectory/Labelled/20090506224830.csv
11831,2442,085/Trajectory/Labelled/20090506224910.csv
11832,3402,085/Trajectory/Labelled/20090507091901.csv
11833,905,085/Trajectory/Labelled/20090507101543.csv
11834,1319,085/Trajectory/Labelled/20090507231625.csv
11835,2174,085/Trajectory/Labelled/20090508115426.csv
11836,607,085/Trajectory/Labelled/20090508123045.csv
11837,1370,085/Trajectory/Labelled/20090509025852.csv
11838,536,085/Trajectory/Labelled/20090509124703.csv
11839,2740,085/Trajectory/Labelled/20090510224231.csv
11840,1125,085/Trajectory/Labelled/20090512014608.csv
11841,890,085/Trajectory/Labelled/20090512114928.csv
11842,455,085/Trajectory/Labelled/20090512144253.csv
11843,3505,085/Trajectory/Labelled/20090513235559.csv
11844,1412,085/Trajectory/Labelled/20090514075029.csv
11845,2433,085/Trajectory/Labelled/20090514235037.csv
11846,1780,085/Trajectory/Labelled/20090516012714.csv
11847,100,085/Trajectory/Labelled/20090516015659.csv
11848,1440,085/Trajectory/Labelled/20090516054149.csv
11849,135,085/Trajectory/Labelled/20090516060839.csv
11850,480,085/Trajectory/Labelled/20090517080338.csv
11851,1995,085/Trajectory/Labelled/20090517081133.csv
11852,315,085/Trajectory/Labelled/20090517084453.csv
11853,405,085/Trajectory/Labelled/20090517100337.csv
11854,2281,085/Trajectory/Labelled/20090517101022.csv
11855,2349,085/Trajectory/Labelled/20090517104833.csv
11856,1255,085/Trajectory/Labelled/20090517233454.csv
11857,30,085/Trajectory/Labelled/20090518075938.csv
11858,2297,085/Trajectory/Labelled/20090519004804.csv
11859,561,085/Trajectory/Labelled/20090519094827.csv
11860,50,085/Trajectory/Labelled/20090519233908.csv
11861,1420,085/Trajectory/Labelled/20090519234338.csv
11862,390,085/Trajectory/Labelled/20090520040206.csv
11863,3308,085/Trajectory/Labelled/20090520040841.csv
11864,525,085/Trajectory/Labelled/20090521000230.csv
11865,2065,085/Trajectory/Labelled/20090521001120.csv
11866,430,085/Trajectory/Labelled/20090521005220.csv
11867,1435,085/Trajectory/Labelled/20090521095331.csv
11868,255,085/Trajectory/Labelled/20090522104854.csv
11869,1010,085/Trajectory/Labelled/20090522105319.csv
11870,655,085/Trajectory/Labelled/20090522234705.csv
11871,2005,085/Trajectory/Labelled/20090522235905.csv
11872,405,085/Trajectory/Labelled/20090523003840.csv
11873,2670,085/Trajectory/Labelled/20090523103005.csv
11874,90,085/Trajectory/Labelled/20090523111440.csv
11875,305,085/Trajectory/Labelled/20090524011953.csv
11876,2128,085/Trajectory/Labelled/20090524012508.csv
11877,696,085/Trajectory/Labelled/20090524020041.csv
11878,2828,085/Trajectory/Labelled/20090524051131.csv
11879,105,085/Trajectory/Labelled/20090611004811.csv
11880,2726,085/Trajectory/Labelled/20090611010105.csv
11881,155,085/Trajectory/Labelled/20090611014636.csv
11882,215,085/Trajectory/Labelled/20090611050337.csv
11883,250,085/Trajectory/Labelled/20090611054952.csv
11884,275,085/Trajectory/Labelled/20090613093407.csv
11885,1934,085/Trajectory/Labelled/20090613095137.csv
11886,151,085/Trajectory/Labelled/20090613102357.csv
11887,110,085/Trajectory/Labelled/20090614023606.csv
11888,995,085/Trajectory/Labelled/20090614023826.csv
11889,445,085/Trajectory/Labelled/20090614025506.csv
11890,2500,085/Trajectory/Labelled/20090614121829.csv
11891,835,085/Trajectory/Labelled/20090614130214.csv
11892,390,085/Trajectory/Labelled/20090615013707.csv
11893,2420,085/Trajectory/Labelled/20090615014757.csv
